Income Level,Country,Color Bin,X,Jan.19,Feb.19,Mar.19,Apr.19,May.19,Jun.19,Jul.19,Aug.19,Sep.19,Oct.19,Nov.19,Dec.19,Jan.20,Feb.20,Mar.20,Apr.20,May.20,Jun.20,Jul.20,Aug.20,Sep.20,Oct.20,Nov.20,Dec.20,Jan.21,Feb.21,Mar.21,Apr.21,May.21,Jun.21,Jul.21,Aug.21
Lower middle income,Zambia,>30,Min. Bin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00,1.00
Lower middle income,Zimbabwe,>30,Food Change Yoy,0.64,0.70,0.78,0.92,1.26,,,,,,,,,,,,,,,,,,,,,,,,,,0.55,0.50
Lower middle income,Zimbabwe,>30,Min. Bin,1.00,1.00,1.00,1.00,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,1.00,1.00
Upper middle income,Albania,2-5.,Food Change Yoy,0.04,0.04,0.02,0.03,0.03,0.03,0.03,0.02,0.02,0.03,0.03,0.03,0.02,,0.05,0.04,0.05,0.04,0.03,0.03,0.04,0.05,0.04,0.03,,0.03,0.03,0.05,0.04,0.03,0.04,0.04
Upper middle income,Albania,2-5.,Min. Bin,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,,1.00,1.00,1.00,1.00,1.00,1.00,1.00
Upper middle income,Albania,< 2.,Food Change Yoy,,,,,,,,,,,,,,0.02,,,,,,,,,,,0.01,,,,,,,
Upper middle income,Albania,< 2.,Min. Bin,,,,,,,,,,,,,,1.00,,,,,,,,,,,1.00,,,,,,,
Upper middle income,Argentina,>30,Food Change Yoy,0.53,0.58,0.64,0.66,0.65,0.61,0.58,0.59,0.57,0.52,0.55,0.57,0.59,0.54,0.51,0.52,0.50,0.47,0.46,0.45,0.41,,,,,,,,,,0.56,0.53
Upper middle income,Argentina,>30,Min. Bin,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,,,,,,,,,,1.00,1.00
Upper middle income,Armenia,2-5.,Food Change Yoy,,0.03,0.03,0.04,,0.05,0.03,,,,,,,,,,,0.02,,,,,,0.05,,,,,,,,
Upper middle income,Armenia,2-5.,Min. Bin,,1.00,1.00,1.00,,1.00,1.00,,,,,,,,,,,1.00,,,,,,1.00,,,,,,,,
Upper middle income,Armenia,5-30.,Food Change Yoy,,,,,0.05,,,,,,,,,,,,,,,,,,,,0.06,0.08,0.07,0.08,0.08,0.09,0.14,0.15
Upper middle income,Armenia,5-30.,Min. Bin,,,,,1.00,,,,,,,,,,,,,,,,,,,,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
Upper middle income,Armenia,< 2.,Food Change Yoy,0.00,,,,,,,0.00,-0.01,0.00,0.00,0.00,-0.02,-0.04,-0.03,0.00,0.01,,0.01,0.02,0.01,0.01,0.01,,,,,,,,,
Upper middle income,Armenia,< 2.,Min. Bin,1.00,,,,,,,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,,1.00,1.00,1.00,1.00,1.00,,,,,,,,,
Upper middle income,Azerbaijan,2-5.,Food Change Yoy,,,,0.03,0.03,0.04,,0.04,0.05,0.05,0.05,0.04,0.05,0.05,,,,0.05,0.04,0.04,0.04,0.04,0.03,0.04,0.04,,0.05,0.04,,,,
Upper middle income,Azerbaijan,2-5.,Min. Bin,,,,1.00,1.00,1.00,,1.00,1.00,1.00,1.00,1.00,1.00,1.00,,,,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,,1.00,1.00,,,,
Upper middle income,Azerbaijan,5-30.,Food Change Yoy,,,,,,,0.05,,,,,,,,0.06,0.06,0.05,,,,,,,,,0.05,,,0.05,0.05,0.06,0.07
Upper middle income,Azerbaijan,5-30.,Min. Bin,,,,,,,1.00,,,,,,,,1.00,1.00,1.00,,,,,,,,,1.00,,,1.00,1.00,1.00,1.00
Upper middle income,Azerbaijan,< 2.,Food Change Yoy,0.00,0.01,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Upper middle income,Azerbaijan,< 2.,Min. Bin,1.00,1.00,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Upper middle income,Belarus,2-5.,Food Change Yoy,,,,,,,,,,,,0.04,0.04,0.03,0.03,0.04,0.04,0.05,0.04,0.04,0.05,0.04,0.05,,,,,,0.03,,,
Upper middle income,Belarus,2-5.,Min. Bin,,,,,,,,,,,,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,,,,,,1.00,,,
Upper middle income,Belarus,5-30.,Food Change Yoy,0.07,0.07,0.07,0.07,0.08,0.06,0.07,0.07,0.06,0.06,0.05,,,,,,,,,,,,,0.06,,,,,,0.06,0.06,
Upper middle income,Belarus,5-30.,Min. Bin,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,,,,,,,,,,,,,1.00,,,,,,1.00,1.00,
Upper middle income,Belarus,< 2.,Food Change Yoy,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.02,0.02,0.01,,,,
Upper middle income,Belarus,< 2.,Min. Bin,,,,,,,,,,,,,,,,,,,,,,,,,1.00,1.00,1.00,1.00,,,,
Upper middle income,Belize,2-5.,Food Change Yoy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04,0.05,
Upper middle income,Belize,2-5.,Min. Bin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00,1.00,
Upper middle income,Belize,< 2.,Food Change Yoy,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.01,0.01,0.01,0.00,0.01,0.00,0.00,,,,,,,,,,,,,,,,,,
Upper middle income,Belize,< 2.,Min. Bin,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,,,,,,,,,,,,,,,,,,
Upper middle income,Bosnia and Herzegovina,2-5.,Food Change Yoy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02,
Upper middle income,Bosnia and Herzegovina,2-5.,Min. Bin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00,
Upper middle income,Bosnia and Herzegovina,< 2.,Food Change Yoy,0.01,0.01,0.01,0.01,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.02,0.01,0.01,0.01,0.00,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.00,0.00,0.01,0.01,0.02,0.02,,
Upper middle income,Bosnia and Herzegovina,< 2.,Min. Bin,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,,
Upper middle income,Botswana,2-5.,Food Change Yoy,,,,,,,,,0.03,0.03,0.03,0.03,0.03,0.04,0.03,0.03,0.03,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.03,0.04,,,,,,
Upper middle income,Botswana,2-5.,Min. Bin,,,,,,,,,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,,,,,,
Upper middle income,Botswana,5-30.,Food Change Yoy,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07,0.12,0.13,0.07,0.07,0.06
Upper middle income,Botswana,5-30.,Min. Bin,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00,1.00,1.00,1.00,1.00,1.00
Upper middle income,Botswana,< 2.,Food Change Yoy,0.00,0.00,0.00,0.00,0.01,0.01,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,
Upper middle income,Botswana,< 2.,Min. Bin,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,,,,,,,,,,,,,,,,,,,,,,,,
Upper middle income,Brazil,5-30.,Food Change Yoy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.13,0.14
Upper middle income,Brazil,5-30.,Min. Bin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00,1.00
Upper middle income,Bulgaria,2-5.,Food Change Yoy,0.04,,,,,0.05,0.05,,0.04,0.05,,,,,,,,,,0.04,0.04,0.04,0.03,,,,,,,,,0.04
Upper middle income,Bulgaria,2-5.,Min. Bin,1.00,,,,,1.00,1.00,,1.00,1.00,,,,,,,,,,1.00,1.00,1.00,1.00,,,,,,,,,1.00
Upper middle income,Bulgaria,5-30.,Food Change Yoy,,0.05,0.06,0.06,0.06,,,0.05,,,0.06,0.07,0.08,0.07,0.07,0.07,0.06,0.07,0.06,,,,,,,,,,,,,
Upper middle income,Bulgaria,5-30.,Min. Bin,,1.00,1.00,1.00,1.00,,,1.00,,,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,,,,,,,,,,,,,
Upper middle income,Bulgaria,< 2.,Food Change Yoy,,,,,,,,,,,,,,,,,,,,,,,,0.02,0.00,0.00,0.00,0.00,0.01,0.01,0.02,
Upper middle income,Bulgaria,< 2.,Min. Bin,,,,,,,,,,,,,,,,,,,,,,,,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,
Upper middle income,China,< 2.,Food Change Yoy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.04,-0.04
Upper middle income,China,< 2.,Min. Bin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00,1.00
Upper middle income,Colombia,2-5.,Food Change Yoy,0.02,0.02,0.03,0.03,0.04,0.05,,,,,,,,,,,,,,0.05,0.04,0.04,0.04,0.05,,,0.04,0.04,,,,
Upper middle income,Colombia,2-5.,Min. Bin,1.00,1.00,1.00,1.00,1.00,1.00,,,,,,,,,,,,,,1.00,1.00,1.00,1.00,1.00,,,1.00,1.00,,,,
Upper middle income,Colombia,5-30.,Food Change Yoy,,,,,,,0.07,0.06,0.06,0.07,0.06,0.06,0.05,0.06,0.07,0.08,0.08,0.07,0.05,,,,,,0.06,0.05,,,0.10,0.09,0.10,0.11
Upper middle income,Colombia,5-30.,Min. Bin,,,,,,,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,,,,,,1.00,1.00,,,1.00,1.00,1.00,1.00
Upper middle income,Costa Rica,2-5.,Food Change Yoy,,,,,,,0.03,0.02,,,,,,,,,,,,,,,,0.04,,0.03,,,,,,
Upper middle income,Costa Rica,2-5.,Min. Bin,,,,,,,1.00,1.00,,,,,,,,,,,,,,,,1.00,,1.00,,,,,,
Upper middle income,Costa Rica,5-30.,Food Change Yoy,,,,,,,,,,,,,,,,,,,,,,,,,0.05,,,,,,,
Upper middle income,Costa Rica,5-30.,Min. Bin,,,,,,,,,,,,,,,,,,,,,,,,,1.00,,,,,,,
Upper middle income,Costa Rica,< 2.,Food Change Yoy,-0.01,-0.01,-0.01,0.00,0.01,0.02,,,0.02,0.02,0.02,0.00,0.00,0.01,0.02,0.01,0.00,-0.01,-0.01,0.00,0.00,0.00,0.01,,,,0.00,0.01,0.01,0.02,0.01,0.01
Upper middle income,Costa Rica,< 2.,Min. Bin,1.00,1.00,1.00,1.00,1.00,1.00,,,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,,,,1.00,1.00,1.00,1.00,1.00,1.00
Upper middle income,Dominica,2-5.,Food Change Yoy,,,0.03,,,,0.02,,0.03,0.02,,,,,,,,,,,,,,,,,,,,,,
Upper middle income,Dominica,2-5.,Min. Bin,,,1.00,,,,1.00,,1.00,1.00,,,,,,,,,,,,,,,,,,,,,,
Upper middle income,Dominica,< 2.,Food Change Yoy,0.02,0.02,,0.02,0.01,0.01,,0.02,,,0.02,0.02,0.01,0.01,0.01,0.01,0.01,0.01,,,,,,,,,,,,,,
Upper middle income,Dominica,< 2.,Min. Bin,1.00,1.00,,1.00,1.00,1.00,,1.00,,,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,,,,,,,,,,,,,,
Upper middle income,Dominican Republic,2-5.,Food Change Yoy,,,,,,,0.04,,,,,,,,,0.05,0.03,0.04,,,,,,,,,,,,,,
Upper middle income,Dominican Republic,2-5.,Min. Bin,,,,,,,1.00,,,,,,,,,1.00,1.00,1.00,,,,,,,,,,,,,,
Upper middle income,Dominican Republic,5-30.,Food Change Yoy,,,,,,,,0.05,0.07,0.08,0.08,0.07,0.08,0.07,0.06,,,,0.06,0.06,0.06,0.07,0.08,0.08,0.09,0.09,0.09,0.10,0.13,0.12,0.10,0.11
Upper middle income,Dominican Republic,5-30.,Min. Bin,,,,,,,,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,,,,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
Upper middle income,Dominican Republic,< 2.,Food Change Yoy,0.00,0.01,0.01,0.01,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,
Upper middle income,Dominican Republic,< 2.,Min. Bin,1.00,1.00,1.00,1.00,1.00,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,
Upper middle income,Ecuador,2-5.,Food Change Yoy,,,,,,,,,,,,,,,,0.05,0.03,0.03,,,,,,,,,,,,,,
Upper middle income,Ecuador,2-5.,Min. Bin,,,,,,,,,,,,,,,,1.00,1.00,1.00,,,,,,,,,,,,,,
Upper middle income,Ecuador,< 2.,Food Change Yoy,0.00,0.00,-0.01,0.00,0.00,0.01,0.01,0.00,0.00,0.01,0.00,-0.01,-0.01,-0.01,0.00,,,,0.01,0.00,0.00,-0.02,0.00,0.00,-0.01,0.00,0.00,,,-0.03,-0.01,
Upper middle income,Ecuador,< 2.,Min. Bin,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,,,,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,,,1.00,1.00,
Upper middle income,Equatorial Guinea,2-5.,Food Change Yoy,0.02,0.03,0.03,,,,,,,,0.02,0.03,0.04,0.03,0.04,,,,,,,,,,,,,,,,,
Upper middle income,Equatorial Guinea,2-5.,Min. Bin,1.00,1.00,1.00,,,,,,,,1.00,1.00,1.00,1.00,1.00,,,,,,,,,,,,,,,,,
Upper middle income,Equatorial Guinea,5-30.,Food Change Yoy,,,,,,,,,,,,,,,,0.07,0.08,0.09,0.08,0.07,0.07,,,,,,,,,,,
Upper middle income,Equatorial Guinea,5-30.,Min. Bin,,,,,,,,,,,,,,,,1.00,1.00,1.00,1.00,1.00,1.00,,,,,,,,,,,
Upper middle income,Equatorial Guinea,< 2.,Food Change Yoy,,,,0.00,-0.01,-0.02,-0.03,-0.01,-0.03,0.01,,,,,,,,,,,,0.01,0.00,-0.02,-0.01,-0.03,-0.04,,,,,
Upper middle income,Equatorial Guinea,< 2.,Min. Bin,,,,1.00,1.00,1.00,1.00,1.00,1.00,1.00,,,,,,,,,,,,1.00,1.00,1.00,1.00,1.00,1.00,,,,,
Upper middle income,Fiji,2-5.,Food Change Yoy,,,,,0.05,,0.03,,0.03,,0.03,0.03,,,,,,,,,,,,,,,,0.02,0.04,,,
Upper middle income,Fiji,2-5.,Min. Bin,,,,,1.00,,1.00,,1.00,,1.00,1.00,,,,,,,,,,,,,,,,1.00,1.00,,,
Upper middle income,Fiji,5-30.,Food Change Yoy,0.08,0.10,0.08,,,0.07,,0.06,,,,,,,,,,,,,,,,,0.06,0.13,0.07,,,0.08,0.05,0.07
Upper middle income,Fiji,5-30.,Min. Bin,1.00,1.00,1.00,,,1.00,,1.00,,,,,,,,,,,,,,,,,1.00,1.00,1.00,,,1.00,1.00,1.00
Upper middle income,Fiji,< 2.,Food Change Yoy,,,,0.02,,,,,,0.01,,,-0.01,-0.06,-0.06,-0.01,-0.01,-0.06,0.01,-0.03,-0.02,-0.02,-0.02,0.01,,,,,,,,
Upper middle income,Fiji,< 2.,Min. Bin,,,,1.00,,,,,,1.00,,,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,,,,,,,,
Upper middle income,Gabon,2-5.,Food Change Yoy,,0.05,0.05,0.04,0.03,0.02,,,,0.02,,0.02,,,,0.02,,,0.03,0.02,0.03,,,,,,,,,,,
Upper middle income,Gabon,2-5.,Min. Bin,,1.00,1.00,1.00,1.00,1.00,,,,1.00,,1.00,,,,1.00,,,1.00,1.00,1.00,,,,,,,,,,,
Upper middle income,Gabon,5-30.,Food Change Yoy,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Upper middle income,Gabon,5-30.,Min. Bin,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Upper middle income,Gabon,< 2.,Food Change Yoy,,,,,,,0.02,0.02,0.02,,0.01,,0.02,0.02,0.01,,0.02,0.02,,,,0.02,0.02,0.01,0.01,0.01,0.01,,,,,
Upper middle income,Gabon,< 2.,Min. Bin,,,,,,,1.00,1.00,1.00,,1.00,,1.00,1.00,1.00,,1.00,1.00,,,,1.00,1.00,1.00,1.00,1.00,1.00,,,,,
Upper middle income,Georgia,2-5.,Food Change Yoy,0.03,0.03,0.05,,,,,,,,,,,,,,,,,,,,,,,,,0.03,0.03,,,
Upper middle income,Georgia,2-5.,Min. Bin,1.00,1.00,1.00,,,,,,,,,,,,,,,,,,,,,,,,,1.00,1.00,,,
Upper middle income,Georgia,5-30.,Food Change Yoy,,,,0.06,0.08,0.06,0.08,0.08,0.12,0.14,0.13,0.12,0.11,0.13,0.13,0.16,0.15,0.14,0.12,0.09,0.06,0.05,0.06,0.07,0.06,0.06,0.06,,,0.09,0.14,0.16
Upper middle income,Georgia,5-30.,Min. Bin,,,,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,,,1.00,1.00,1.00
Upper middle income,Grenada,< 2.,Food Change Yoy,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,,,,,,,,,,,,,,
Upper middle income,Grenada,< 2.,Min. Bin,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,,,,,,,,,,,,,,
Upper middle income,Guatemala,2-5.,Food Change Yoy,,,,,,,,,0.03,0.04,,,,,0.02,0.04,0.05,,,,,,,,,,,,,0.03,0.02,
Upper middle income,Guatemala,2-5.,Min. Bin,,,,,,,,,1.00,1.00,,,,,1.00,1.00,1.00,,,,,,,,,,,,,1.00,1.00,
Upper middle income,Guatemala,5-30.,Food Change Yoy,0.10,0.11,0.10,0.11,0.10,0.10,0.09,0.06,,,0.05,0.06,,,,,,0.06,0.07,0.10,0.11,0.10,0.10,0.09,0.09,0.10,0.09,,,,,
Upper middle income,Guatemala,5-30.,Min. Bin,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,,,1.00,1.00,,,,,,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,,,,,
Upper middle income,Guatemala,< 2.,Food Change Yoy,,,,,,,,,,,,,0.01,0.01,,,,,,,,,,,,,,,,,,
Upper middle income,Guatemala,< 2.,Min. Bin,,,,,,,,,,,,,1.00,1.00,,,,,,,,,,,,,,,,,,
Upper middle income,Guyana,5-30.,Food Change Yoy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08,0.15,,
Upper middle income,Guyana,5-30.,Min. Bin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00,1.00,,
Upper middle income,Indonesia,2-5.,Food Change Yoy,,,,,,,,,,,,,,,,,,,,,,,,,0.03,,0.02,0.02,0.03,,0.03,0.03
Upper middle income,Indonesia,2-5.,Min. Bin,,,,,,,,,,,,,,,,,,,,,,,,,1.00,,1.00,1.00,1.00,,1.00,1.00
Upper middle income,Indonesia,< 2.,Food Change Yoy,,,,,,,,,,,,,,,,,,,,,,,,,,0.02,,,,0.02,,
Upper middle income,Indonesia,< 2.,Min. Bin,,,,,,,,,,,,,,,,,,,,,,,,,,1.00,,,,1.00,,
Upper middle income,Indonesia,No Value,Food Change Yoy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Upper middle income,Indonesia,No Value,Min. Bin,,,,,,,,,,,,,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,,,,,,,,
Upper middle income,Iran,>30,Food Change Yoy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.57,0.59
Upper middle income,Iran,>30,Min. Bin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00,1.00
Upper middle income,"Iran, Islamic Republic of",5-30.,Food Change Yoy,,,,,,,,,,,0.30,0.29,0.24,0.20,,,,,,,,,,,,,,,,,,
Upper middle income,"Iran, Islamic Republic of",5-30.,Min. Bin,,,,,,,,,,,1.00,1.00,1.00,1.00,,,,,,,,,,,,,,,,,,
Upper middle income,"Iran, Islamic Republic of",>30,Food Change Yoy,0.56,0.63,0.73,0.84,0.82,0.74,0.72,0.59,0.46,0.34,,,,,,,,,,,,,,,,,,,,,,
Upper middle income,"Iran, Islamic Republic of",>30,Min. Bin,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,,,,,,,,,,,,,,,,,,,,,,
Upper middle income,Iraq,2-5.,Food Change Yoy,,,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,0.04,,,
Upper middle income,Iraq,2-5.,Min. Bin,,,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,1.00,,,
Upper middle income,Iraq,5-30.,Food Change Yoy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06,0.07,
Upper middle income,Iraq,5-30.,Min. Bin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00,1.00,
Upper middle income,Iraq,< 2.,Food Change Yoy,0.02,0.01,,0.01,0.00,0.00,-0.01,0.00,-0.01,-0.02,-0.02,-0.01,-0.01,0.00,0.00,0.02,0.00,-0.02,-0.02,-0.01,0.00,0.00,-0.01,0.00,0.00,0.01,0.01,0.01,,,,
Upper middle income,Iraq,< 2.,Min. Bin,1.00,1.00,,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,,,,
Upper middle income,Jamaica,2-5.,Food Change Yoy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04,0.05,
Upper middle income,Jamaica,2-5.,Min. Bin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00,1.00,
Upper middle income,Jordan,2-5.,Food Change Yoy,0.03,,,,,,,,,,,,,0.02,0.05,0.04,0.04,0.02,,,0.02,0.03,0.03,,,,,,,,,
Upper middle income,Jordan,2-5.,Min. Bin,1.00,,,,,,,,,,,,,1.00,1.00,1.00,1.00,1.00,,,1.00,1.00,1.00,,,,,,,,,
Upper middle income,Jordan,< 2.,Food Change Yoy,,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,-0.01,0.00,0.02,,,,,,0.00,0.00,,,,-0.01,-0.01,0.01,,,,0.00,0.01,
Upper middle income,Jordan,< 2.,Min. Bin,,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,,,,,,1.00,1.00,,,,1.00,1.00,1.00,,,,1.00,1.00,
Upper middle income,Kazakhstan,5-30.,Food Change Yoy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.11,0.11
Upper middle income,Kazakhstan,5-30.,Min. Bin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00,1.00
Upper middle income,Kosovo,< 2.,Food Change Yoy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.02,
Upper middle income,Kosovo,< 2.,Min. Bin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00,1.00,
Upper middle income,"Kosovo, Republic of",2-5.,Food Change Yoy,,,,,,,,,0.05,0.04,0.03,0.02,,,,0.02,0.03,0.02,,,,,,,,,,,,,,0.04
Upper middle income,"Kosovo, Republic of",2-5.,Min. Bin,,,,,,,,,1.00,1.00,1.00,1.00,,,,1.00,1.00,1.00,,,,,,,,,,,,,,1.00
Upper middle income,"Kosovo, Republic of",5-30.,Food Change Yoy,0.06,0.06,0.07,0.07,0.07,0.06,0.05,0.06,,,,,,,,,,,,,,,,,,,,,,,,
Upper middle income,"Kosovo, Republic of",5-30.,Min. Bin,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,,,,,,,,,,,,,,,,,,,,,,,,
Upper middle income,"Kosovo, Republic of",< 2.,Food Change Yoy,,,,,,,,,,,,,0.02,0.01,0.02,,,,0.02,0.01,0.01,0.02,0.02,0.01,0.00,0.01,0.00,0.00,0.00,0.00,0.02,
Upper middle income,"Kosovo, Republic of",< 2.,Min. Bin,,,,,,,,,,,,,1.00,1.00,1.00,,,,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,
Upper middle income,Lebanon,2-5.,Food Change Yoy,,,,,0.04,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,
Upper middle income,Lebanon,2-5.,Min. Bin,,,,,1.00,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,
Upper middle income,Lebanon,5-30.,Food Change Yoy,0.08,0.07,0.07,0.06,,,,,,,0.05,0.10,0.14,0.20,,,,,,,,,,,,,,,,,,
Upper middle income,Lebanon,5-30.,Min. Bin,1.00,1.00,1.00,1.00,,,,,,,1.00,1.00,1.00,1.00,,,,,,,,,,,,,,,,,,
Upper middle income,Lebanon,< 2.,Food Change Yoy,,,,,,,0.01,0.01,0.00,0.01,,,,,,,,,,,,,,,,,,,,,,
Upper middle income,Lebanon,< 2.,Min. Bin,,,,,,,1.00,1.00,1.00,1.00,,,,,,,,,,,,,,,,,,,,,,
Upper middle income,Lebanon,>30,Food Change Yoy,,,,,,,,,,,,,,,0.38,1.50,1.90,2.47,3.36,3.67,4.23,4.41,4.23,4.02,,,,,,,2.48,2.90
Upper middle income,Lebanon,>30,Min. Bin,,,,,,,,,,,,,,,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,,,,,,,1.00,1.00
Upper middle income,Macedonia,2-5.,Food Change Yoy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02,0.04
Upper middle income,Macedonia,2-5.,Min. Bin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00,1.00
Upper middle income,Malaysia,2-5.,Food Change Yoy,,,,,,0.02,0.02,0.03,0.02,,,,,,,,,,,,,,,,,,,,,,,
Upper middle income,Malaysia,2-5.,Min. Bin,,,,,,1.00,1.00,1.00,1.00,,,,,,,,,,,,,,,,,,,,,,,
Upper middle income,Malaysia,< 2.,Food Change Yoy,0.01,0.01,0.01,0.01,0.01,,,,,0.02,0.02,0.02,0.01,0.01,0.01,0.01,0.01,0.02,0.01,0.01,0.01,0.02,0.01,0.01,0.01,0.01,0.01,,,,0.01,0.01
Upper middle income,Malaysia,< 2.,Min. Bin,1.00,1.00,1.00,1.00,1.00,,,,,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,,,,1.00,1.00
Upper middle income,Maldives,2-5.,Food Change Yoy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03,0.03,
