"","Fr_Countryname.x","Country","Fr_Countryname.y","Fr_FCV_status","Fr_FCS_Normalised","Fr_month","Fr_pt_suc","Fr_pt_attempt","Fr_delayed","Fr_irreg_lead_ant","Fr_anticipation","Fr_delayed_adj","Fr_anticipation_adj","Fr_pol_trigger","Fr_REIGN_Normalised","Fr_Country of origin (ISO)","Fr_refugees","Fr_z_refugees","Fr_refugees_fragile","Fr_idps","Fr_z_idps","Fr_idps_fragile","Fr_z_refugees_norm","Fr_Displaced_UNHCR_Normalised","Fr_month_yr","Fr_fatal_month","Fr_fatal_month_log","Fr_fatal_3_month","Fr_fatal_3_month_log","Fr_fatal_z","Fr_sd","Fr_mean","Fr_BRD_Normalised"
"8","Iraq","IRQ","Iraq","medium-intensity conflict",10,8,0,0,0,0,0,0,0,"Not Fragile",0,"IRQ",333418,-0.0775594543243754,"Not Fragile",1224108,-1.16712726792546,"Not Fragile",0,0,Jul 2021,230,5.44241771052179,852,6.74875954749168,-0.0547495362871545,0.312815808153474,6.76588606793137,4.72625231856423
"9","South Sudan","SSD","South Sudan","medium-intensity conflict",10,8,0,0,1,0,0,1,0,"Fragile",10,"SSD",2189141,0.62470035447219,"Not Fragile",1600254,-1.31138622326949,"Not Fragile",6.2470035447219,0,Jul 2021,50,3.93182563272433,584,6.37161184723186,0.570145076888999,0.462078893086591,6.10815984120422,7.850725384445
"10","Central African Republic","CAF","Central African Republic","medium-intensity conflict",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CAF",642437,1.26055517606295,"Fragile",681930,0.800972286107339,"Not Fragile",10,8.00972286107339,Jul 2021,75,4.33073334028633,272,5.60947179518496,0.984973855080272,0.651052682048773,4.96820192508703,9.92486927540136
"11","Chad","TCD","Chad","medium-intensity conflict",10,8,0,0,0,0,0,0,0,"Not Fragile",0,"TCD",10488,-0.558277969438947,"Not Fragile",336124,1.87053372775398,"Fragile",0,10,Jul 2021,1,0.693147180559945,44,3.80666248977032,-1.46035349720676,0.752397554283206,4.90542888945761,0
"12","Croatia","HRV","Croatia",NA,0,8,0,0,0,0,0,0,0,"Not Fragile",0,"HRV",23456,-0.714489841323056,"Not Fragile",0,0,"Not Fragile",0,0,Jul 2021,0,0,0,0,-0.549707066026262,0.298643491501338,0.16416643750104,0
"13","Lebanon","LBN","Lebanon","high-institutional and social fragility",10,8,0,0,0,0,0,0,0,"Not Fragile",0,"LBN",5495,0.730008449220762,"Not Fragile",0,0,"Not Fragile",7.30008449220762,0,Jul 2021,0,0,4,1.6094379124341,-0.601752151488423,0.687059809170707,2.0228776308038,0
"14","Maldives","MDV","Maldives",NA,0,8,0,0,0,0,0,0,0,"Not Fragile",0,"MDV",83,1.16610732584935,"Fragile",0,0,"Not Fragile",10,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","Mauritania","MRT","Mauritania",NA,0,8,0,0,0,0,0,0,0,"Not Fragile",0,"MRT",37941,1.16976812074385,"Fragile",0,0,"Not Fragile",10,0,Jul 2021,0,0,0,0,-0.944473035656768,0.497756374756963,0.470117474284216,0
"16","Ukraine","UKR","Ukraine",NA,0,8,0,0,0,0,0,0,0,"Not Fragile",0,"UKR",35180,-1.17352283782207,"Not Fragile",734000,-1.10212788570875,"Not Fragile",0,0,Jul 2021,7,2.07944154167984,52,3.97029191355212,-0.294984259703883,0.914799764186588,4.24014344476799,3.52507870148059
"17","Zimbabwe","ZWE","Zimbabwe","high-institutional and social fragility",10,8,0,0,0,0,0,0,0,"Not Fragile",0,"ZWE",8614,-1.44562522199927,"Not Fragile",0,-0.377964473009227,"Not Fragile",0,0,Jul 2021,0,0,2,1.09861228866811,-0.9483492330291,0.718925779874027,1.78040500061649,0
"18","Belarus","BLR","Belarus",NA,0,8,0,0,0,0,0,0,0,"Not Fragile",0,"BLR",3199,-1.34467187807965,"Not Fragile",0,0,"Not Fragile",0,0,Jul 2021,0,0,0,0,-0.39609342292658,0.510104505140909,0.202049039491532,0
"19","Brazil","BRA","Brazil",NA,0,8,0,0,0,0,0,0,0,"Not Fragile",0,"BRA",1588,1.70438935813741,"Fragile",0,0,"Not Fragile",10,0,Jul 2021,377,5.93489419561959,1264,7.14282740116162,-0.163813024994202,0.133050560410908,7.16462281593971,4.18093487502899
"20","Cabo Verde","CPV","Cabo Verde",NA,0,8,0,0,0,0,0,0,0,"Not Fragile",0,"CPV",25,0.908997707354817,"Not Fragile",0,0,"Not Fragile",9.08997707354817,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","Haiti","HTI","Haiti","medium-intensity conflict",10,8,0,0,1,1,1,1,1,"Fragile",10,"HTI",25659,-1.00179740288478,"Not Fragile",0,0,"Not Fragile",0,0,Jul 2021,10,2.39789527279837,125,4.83628190695148,0.440080011296244,0.509982546982594,4.61184878191449,7.20040005648122
"22","Honduras","HND","Honduras",NA,0,8,0,0,0,0,1,0,0,"Not Fragile",0,"HND",34473,1.64909275842601,"Fragile",247090,0.933970871490816,"Not Fragile",10,9.33970871490816,Jul 2021,52,3.97029191355212,185,5.2257466737132,0.112068416620892,0.30038472513381,5.19208303319035,5.56034208310446
"23","Peru","PER","Peru",NA,0,8,0,0,0,0,0,0,0,"Not Fragile",0,"PER",2854,-0.28361336506243,"Not Fragile",0,0,"Not Fragile",0,0,Jul 2021,0,0,18,2.94443897916644,1.19883090876245,0.749226505902734,2.04624308622615,10
"24","Serbia","SRB","Serbia",NA,0,8,0,0,0,0,0,0,0,"Not Fragile",0,"SRB",29990,-0.997220231584569,"Not Fragile",213018,-1.33321701377967,"Not Fragile",0,0,Jul 2021,0,0,0,0,-0.559415645622837,0.39682146654563,0.221988136904624,0
"25","Somalia","SOM","Somalia","high-intensity conflict",10,8,0,0,1,0,0,1,0,"Fragile",10,"SOM",814551,-1.5565235922877,"Not Fragile",2967500,1.23158493144194,"Fragile",0,10,Jul 2021,337,5.82304589548302,1080,6.98564181763921,0.574404103803994,0.213075297930369,6.86325049208875,7.87202051901997
"26","Yemen","YEM","Yemen","high-intensity conflict",10,8,0,0,0,0,0,0,0,"Not Fragile",0,"YEM",33369,0.867991140452963,"Not Fragile",4002012,1.34438429554216,"Fragile",8.67991140452963,10,Jul 2021,1247,7.12929754892937,3793,8.24117615049496,-1.37888848220128,0.343649079850414,8.71502990861976,0
"27","Armenia","ARM","Armenia","high-intensity conflict",10,8,0,0,0,0,0,0,0,"Not Fragile",0,"ARM",10518,-1.13904661252778,"Not Fragile",0,0,"Not Fragile",0,0,Jul 2021,5,1.79175946922805,6,1.94591014905531,1.2806056804143,0.841277999647373,0.868564763899306,10
"28","Cameroon","CMR","Cameroon","medium-intensity conflict",10,8,0,0,0,0,0,0,0,"Not Fragile",0,"CMR",78560,1.52209563558639,"Fragile",1032942,1.36697467528248,"Fragile",10,10,Jul 2021,86,4.46590811865458,293,5.68357976733868,-0.970703167273244,0.285843471473789,5.96104893044267,0.146484163633783
"29","Colombia","COL","Colombia",NA,0,8,0,0,0,0,0,0,0,"Not Fragile",0,"COL",189889,-0.631982909675152,"Not Fragile",8252788,1.08117883815362,"Fragile",0,10,Jul 2021,115,4.75359019110636,394,5.97888576490112,2.34591504843342,0.261966333322691,5.3643350013765,10
"30","Congo DR","COD","Congo DR","medium-intensity conflict",10,8,0,0,0,0,0,0,0,"Not Fragile",0,"COD",840449,1.3903704345565,"Fragile",5198131,1.05690313149993,"Fragile",10,10,Jul 2021,301,5.71042701737487,1111,7.01391547481053,0.0541455352660824,0.378326631012133,6.99343077686896,5.27072767633041
"31","Grenada","GRD","Grenada",NA,0,8,0,0,0,0,0,0,0,"Not Fragile",0,"GRD",70,-0.767352027966331,"Not Fragile",0,0,"Not Fragile",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","Guinea","GIN","Guinea",NA,0,8,0,0,0,0,0,0,0,"Not Fragile",0,"GIN",26836,1.21623622405709,"Fragile",0,0,"Not Fragile",10,0,Jul 2021,0,0,7,2.07944154167984,-0.626702864599187,0.858577893108484,2.61751476677246,1.86648567700406
"33","Iran","IRN","Iran",NA,0,8,0,0,0,0,0,0,0,"Not Fragile",0,"IRN",134767,1.06736436681273,"Fragile",0,0,"Not Fragile",10,0,Jul 2021,30,3.43398720448515,86,4.46590811865458,0.590821190441463,1.02300813170525,3.86149323644919,7.95410595220731
"34","Kenya","KEN","Kenya",NA,0,8,0,0,0,0,0,0,0,"Not Fragile",0,"KEN",7452,-0.741486750776724,"Not Fragile",0,0,"Not Fragile",0,0,Jul 2021,51,3.95124371858143,143,4.969813299576,1.47625167328309,0.467786061027854,4.27924334424512,10
"35","Malawi","MWI","Malawi",NA,0,8,0,0,0,0,0,0,0,"Not Fragile",0,"MWI",524,1.26331211705531,"Fragile",0,0,"Not Fragile",10,0,Jul 2021,2,1.09861228866811,5,1.79175946922805,-0.219444664645968,0.863140064093151,1.98117095113548,0
"36","Mali","MLI","Mali","medium-intensity conflict",10,8,0,0,0,0,1,0,1,"Fragile",10,"MLI",164601,1.0506994845442,"Fragile",332957,1.89549238675656,"Fragile",10,10,Jul 2021,109,4.70048036579242,344,5.84354441703136,-1.26559251731253,0.321842354618456,6.25086569279072,0
"37","Montenegro","MNE","Montenegro",NA,0,8,0,0,0,0,0,0,0,"Not Fragile",0,"MNE",545,-1.71773398932411,"Not Fragile",0,0,"Not Fragile",0,0,Jul 2021,0,0,0,0,NA,0,0,0
"38","Nigeria","NGA","Nigeria","medium-intensity conflict",10,8,0,0,0,0,0,0,0,"Not Fragile",0,"NGA",352953,1.35529695732677,"Fragile",2610278,1.2542342244092,"Fragile",10,10,Jul 2021,654,6.48463523563525,2403,7.7848892956551,1.02923253768362,0.363797083410369,7.41045750029474,10
"39","Papua New Guinea","PNG","Papua New Guinea","high-institutional and social fragility",10,8,0,0,0,0,0,0,0,"Not Fragile",0,"PNG",515,1.39604227692631,"Fragile",14000,2.26778683805536,"Fragile",10,10,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","Romania","ROU","Romania",NA,0,8,0,0,0,0,0,0,0,"Not Fragile",0,"ROU",1358,-0.200491705898129,"Not Fragile",0,0,"Not Fragile",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","South Africa","ZAF","South Africa",NA,0,8,0,0,0,0,0,0,0,"Not Fragile",0,"ZAF",494,1.50717311429715,"Fragile",0,0,"Not Fragile",10,0,Jul 2021,70,4.26267987704132,102,4.63472898822964,2.31553345733816,0.39302327532754,3.72467044469609,10
"42","Tajikistan","TJK","Tajikistan",NA,0,8,0,0,0,0,0,0,0,"Not Fragile",0,"TJK",2224,1.39216740307043,"Fragile",0,0,"Not Fragile",10,0,Jul 2021,0,0,0,0,-1.29265376446509,1.43844724964453,1.85941425223745,0
"43","Zambia","ZMB","Zambia",NA,0,8,0,0,0,0,1,0,0,"Not Fragile",0,"ZMB",269,-0.330770600827811,"Not Fragile",0,0,"Not Fragile",0,0,Jul 2021,2,1.09861228866811,5,1.79175946922805,0.284465975049456,0.769256961867794,1.57293203750675,0
"44","Albania","ALB","Albania",NA,0,8,0,0,0,0,0,0,0,"Not Fragile",0,"ALB",15536,1.36492181533346,"Fragile",0,0,"Not Fragile",10,0,Jul 2021,0,0,0,0,-0.427277181082356,0.256143544549047,0.10944429166736,0
"45","Antigua and Barbuda","ATG","Antigua and Barbuda",NA,0,8,0,0,0,0,0,0,0,"Not Fragile",0,"ATG",118,1.01521065302414,"Fragile",0,0,"Not Fragile",10,0,Jul 2021,0,0,0,0,-0.361813613493316,0.229890912241006,0.0831776616671934,0
"46","Argentina","ARG","Argentina",NA,0,8,0,0,0,0,0,0,0,"Not Fragile",0,"ARG",139,-0.221799513813315,"Not Fragile",0,0,"Not Fragile",0,0,Jul 2021,0,0,2,1.09861228866811,-0.841247104554639,0.645279434743798,1.64145174477498,0
"47","Barbados","BRB","Barbados",NA,0,8,0,0,0,0,0,0,0,"Not Fragile",0,"BRB",245,1.12036222718625,"Fragile",0,0,"Not Fragile",10,0,Jul 2021,0,0,0,0,-0.878933349003464,0.5480832270868,0.481728626316027,0
"48","Bolivia","BOL","Bolivia",NA,0,8,0,0,0,0,0,0,0,"Not Fragile",0,"BOL",580,1.01188527088116,"Fragile",0,0,"Not Fragile",10,0,Jul 2021,1,0.693147180559945,1,0.693147180559945,-0.274670157922101,0.827282412779138,0.920376971524168,0
"49","Burkina Faso","BFA","Burkina Faso","medium-intensity conflict",10,8,0,0,0,0,0,0,0,"Not Fragile",0,"BFA",15768,1.50959620091469,"Fragile",1074993,1.97934954774319,"Fragile",10,10,Jul 2021,186,5.23110861685459,778,6.65801104587075,0.855712993286531,1.00627058483078,5.79693223166901,9.27856496643265
"50","Dominica","DMA","Dominica",NA,0,8,0,0,0,0,0,0,0,"Not Fragile",0,"DMA",60,1.65522933743408,"Fragile",0,0,"Not Fragile",10,0,Jul 2021,0,0,0,0,-0.409447260124585,0.253932770370366,0.103972077083992,0
"51","Egypt","EGY","Egypt",NA,0,8,0,0,0,0,0,0,0,"Not Fragile",0,"EGY",26604,1.02208266156715,"Fragile",0,0,"Not Fragile",10,0,Jul 2021,21,3.09104245335832,51,3.95124371858143,-2.39932584976665,0.509820431864294,5.17446905949263,0
"52","El Salvador","SLV","El Salvador",NA,0,8,0,0,0,0,0,0,0,"Not Fragile",0,"SLV",45640,1.37855663636342,"Fragile",71500,0.80177718436677,"Not Fragile",10,8.0177718436677,Jul 2021,30,3.43398720448515,92,4.53259949315326,-0.720786410556171,0.50556117601122,4.89700111852694,1.39606794721914
"53","Eritrea","ERI","Eritrea","high-institutional and social fragility",10,8,0,0,0,0,0,0,0,"Not Fragile",0,"ERI",521949,0.986025866455587,"Not Fragile",0,0,"Not Fragile",9.86025866455587,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"54","Georgia","GEO","Georgia",NA,0,8,0,0,0,0,0,0,0,"Not Fragile",0,"GEO",7358,1.13880030213559,"Fragile",288538,1.20309312619472,"Fragile",10,10,Jul 2021,0,0,0,0,-0.769471169075111,0.397183344513671,0.305621132440097,0
"55","Guatemala","GTM","Guatemala",NA,0,8,0,0,0,0,0,0,0,"Not Fragile",0,"GTM",24559,1.31342871036293,"Fragile",0,0,"Not Fragile",10,0,Jul 2021,11,2.484906649788,57,4.06044301054642,-1.55294016054501,0.617106163621535,5.01877195535416,0
"56","Lesotho","LSO","Lesotho",NA,0,8,0,0,0,0,0,0,0,"Not Fragile",0,"LSO",11,0.32108520901096,"Not Fragile",0,0,"Not Fragile",3.2108520901096,0,Jul 2021,0,0,3,1.38629436111989,1.06122060600941,0.500491282152614,0.855162699371467,5
"57","Mauritius","MUS","Mauritius",NA,0,8,0,0,0,0,0,0,0,"Not Fragile",0,"MUS",191,1.38779871260722,"Fragile",0,0,"Not Fragile",10,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"58","Myanmar","MMR","Myanmar","medium-intensity conflict",10,8,0,0,0,0,0,0,0,"Not Fragile",0,"MMR",1103299,0.749460880587997,"Not Fragile",370320,-0.0557270875709149,"Not Fragile",7.49460880587997,0,Jul 2021,844,6.73933662735717,2376,7.77359446736019,2.20538078200426,1.0796939331694,5.39245821670182,10
"59","Pakistan","PAK","Pakistan",NA,0,8,0,0,0,0,0,0,0,"Not Fragile",0,"PAK",133143,-0.515893374999663,"Not Fragile",98898,-0.721809110353198,"Not Fragile",0,0,Jul 2021,89,4.49980967033027,366,5.90536184805457,1.00680948323965,0.292121510349345,5.61125114117656,10
"60","Seychelles","SYC","Seychelles",NA,0,8,0,0,0,0,0,0,0,"Not Fragile",0,"SYC",20,0.805387266256829,"Not Fragile",0,0,"Not Fragile",8.05387266256829,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"61","Spain","ESP","Spain",NA,0,8,0,0,0,0,0,0,0,"Not Fragile",0,"ESP",52,0.317245369804024,"Not Fragile",0,0,"Not Fragile",3.17245369804024,0,Jul 2021,1,0.693147180559945,1,0.693147180559945,1.74894926439041,0.303069812888651,0.163093454249399,5
"62","Suriname","SUR","Suriname",NA,0,8,0,0,0,0,0,0,0,"Not Fragile",0,"SUR",17,-0.421117443806158,"Not Fragile",0,0,"Not Fragile",0,0,Jul 2021,0,0,0,0,-0.615650811264372,0.585591792686352,0.360520062237111,0
"63","Syria","SYR","Syria","high-intensity conflict",10,8,0,0,0,0,0,0,0,"Not Fragile",0,"SYR",6689582,0.827266505508517,"Not Fragile",6701972,0.32459218697085,"Not Fragile",8.27266505508516,3.2459218697085,Jul 2021,537,6.28785856016178,1393,7.23993259132047,-1.41657864002655,0.523612924066216,7.98167147519451,0
"64","Timor-Leste","TLS","Timor-Leste","high-institutional and social fragility",10,8,0,0,0,0,0,0,0,"Not Fragile",0,"TLS",11,-1.13858864995726,"Not Fragile",0,0,"Not Fragile",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"65","Trinidad and Tobago","TTO","Trinidad and Tobago",NA,0,8,0,0,0,0,0,0,0,"Not Fragile",0,"TTO",297,-0.851703622944992,"Not Fragile",0,0,"Not Fragile",0,0,Jul 2021,20,3.04452243772342,44,3.80666248977032,0.122898809293146,0.33673864432833,3.76527771133938,5.61449404646573
"66","Tunisia","TUN","Tunisia",NA,0,8,0,0,0,0,0,0,0,"Not Fragile",0,"TUN",1653,-0.441328751814438,"Not Fragile",0,0,"Not Fragile",0,0,Jul 2021,0,0,7,2.07944154167984,0.261339162493915,0.648642337811081,1.90992589635819,6.30669581246957
"67","Uganda","UGA","Uganda",NA,0,8,0,0,0,0,0,0,0,"Not Fragile",0,"UGA",7390,1.10643256907714,"Fragile",0,0,"Not Fragile",10,0,Jul 2021,59,4.0943445622221,147,4.99721227376411,2.03261877788766,0.483025917647893,4.01540472334659,10
"68","Venezuela","VEN","Venezuela","high-institutional and social fragility",10,8,0,0,0,0,0,0,0,"Not Fragile",0,"VEN",171127,1.97726755877165,"Fragile",0,0,"Not Fragile",10,0,Jul 2021,10,2.39789527279837,44,3.80666248977032,-1.74451597435239,0.670565818296765,4.97647527164371,0
"69","Angola","AGO","Angola",NA,0,8,0,0,0,0,0,0,0,"Not Fragile",0,"AGO",8264,-0.509852370784418,"Not Fragile",0,0,"Not Fragile",0,0,Jul 2021,2,1.09861228866811,3,1.38629436111989,-0.962659260415323,0.872835792911713,2.2265378199883,0
"70","Bahamas","BHS","Bahamas",NA,0,8,0,0,0,0,0,0,0,"Not Fragile",0,"BHS",544,1.34755591210688,"Fragile",0,0,"Not Fragile",10,0,Jul 2021,0,0,0,0,-0.495404072215703,0.529257677933568,0.262196408899717,0
"71","Belize","BLZ","Belize",NA,0,8,0,0,0,0,0,0,0,"Not Fragile",0,"BLZ",78,1.25527600953795,"Fragile",0,0,"Not Fragile",10,0,Jul 2021,3,1.38629436111989,16,2.83321334405622,0.752116739293502,0.330816405483329,2.5844007878593,8.76058369646751
"72","Bosnia and Herzegovina","BIH","Bosnia and Herzegovina",NA,0,8,0,0,0,0,0,0,0,"Not Fragile",0,"BIH",15625,-1.14958810366721,"Not Fragile",96305,0.138966988565259,"Not Fragile",0,1.38966988565259,Jul 2021,0,0,0,0,-0.427277181082356,0.256143544549047,0.10944429166736,0
"73","Botswana","BWA","Botswana",NA,0,8,0,0,0,0,0,0,0,"Not Fragile",0,"BWA",206,-1.43384066603476,"Not Fragile",0,0,"Not Fragile",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"74","Brunei Darussalam","BRN","Brunei Darussalam",NA,0,8,0,0,0,0,0,0,0,"Not Fragile",0,"BRN",20,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"75","Bulgaria","BGR","Bulgaria",NA,0,8,0,0,0,0,0,0,0,"Not Fragile",0,"BGR",525,-0.837053835785258,"Not Fragile",0,0,"Not Fragile",0,0,Jul 2021,0,0,0,0,NA,0,0,0
"76","Cyprus","CYP","Cyprus",NA,0,8,0,0,0,0,0,0,0,"Not Fragile",0,"CYP",15,1.07222192849502,"Fragile",0,0,"Not Fragile",10,0,Jul 2021,0,0,0,0,-0.427277181082356,0.256143544549047,0.10944429166736,0
"77","Djibouti","DJI","Djibouti",NA,0,8,0,0,0,0,0,0,0,"Not Fragile",0,"DJI",2444,1.16125047496374,"Fragile",0,0,"Not Fragile",10,0,Jul 2021,0,0,0,0,-0.699703202142865,0.588831342024005,0.412007175536277,0
"78","Ecuador","ECU","Ecuador",NA,0,8,0,0,0,0,0,0,0,"Not Fragile",0,"ECU",1704,1.28640022078498,"Fragile",0,0,"Not Fragile",10,0,Jul 2021,0,0,1,0.693147180559945,-0.771521497294016,0.788366528088677,1.30138890472741,0
"79","Equatorial Guinea","GNQ","Equatorial Guinea",NA,0,8,0,0,0,0,0,0,0,"Not Fragile",0,"GNQ",170,1.29481017940604,"Fragile",0,0,"Not Fragile",10,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"80","Fiji","FJI","Fiji",NA,0,8,0,0,0,0,0,0,0,"Not Fragile",0,"FJI",516,-1.43544411420193,"Not Fragile",0,0,"Not Fragile",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"81","Greece","GRC","Greece",NA,0,8,0,0,0,0,0,0,0,"Not Fragile",0,"GRC",95,-1.29551670990809,"Not Fragile",0,0,"Not Fragile",0,0,Jul 2021,0,0,0,0,-1.31949784074159,0.592852536726055,0.782267642088204,0
"82","Guyana","GUY","Guyana",NA,0,8,0,0,0,0,0,0,0,"Not Fragile",0,"GUY",277,-0.538801104847882,"Not Fragile",0,0,"Not Fragile",0,0,Jul 2021,0,0,0,0,-0.641472010621774,0.495472969104257,0.317832041700047,0
"83","Hungary","HUN","Hungary",NA,0,8,0,0,0,0,0,0,0,"Not Fragile",0,"HUN",4617,1.19653788552451,"Fragile",0,0,"Not Fragile",10,0,Jul 2021,0,0,0,0,NA,0,0,0
"84","Kazakhstan","KAZ","Kazakhstan",NA,0,8,0,0,0,0,0,0,0,"Not Fragile",0,"KAZ",2776,1.35936806610872,"Fragile",0,0,"Not Fragile",10,0,Jul 2021,0,0,1,0.693147180559945,0.0649419508685185,0.887928658398564,0.635483361251476,0
"85","Malaysia","MYS","Malaysia",NA,0,8,0,0,0,0,0,0,0,"Not Fragile",0,"MYS",1078,1.56639467910013,"Fragile",0,0,"Not Fragile",10,0,Jul 2021,0,0,5,1.79175946922805,1.21142311967168,0.672350098141148,0.977259015826345,5
"86","Nicaragua","NIC","Nicaragua",NA,0,8,0,0,0,0,1,0,0,"Not Fragile",0,"NIC",8711,2.09025982774024,"Fragile",0,0,"Not Fragile",10,0,Jul 2021,0,0,2,1.09861228866811,-0.591953928478197,1.30219492229723,1.86945168856631,0
"87","Oman","OMN","Oman",NA,0,8,0,0,0,0,0,0,0,"Not Fragile",0,"OMN",52,1.61225893763613,"Fragile",0,0,"Not Fragile",10,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"88","Palau","PLW","Palau",NA,0,8,0,0,0,0,0,0,0,"Not Fragile",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"89","Poland","POL","Poland",NA,0,8,0,0,0,0,0,0,0,"Not Fragile",0,"POL",925,-1.32955459428903,"Not Fragile",0,0,"Not Fragile",0,0,Jul 2021,0,0,0,0,NA,0,0,0
"90","Saint Lucia","LCA","Saint Lucia",NA,0,8,0,0,0,0,0,0,0,"Not Fragile",0,"LCA",731,-1.84092888479837,"Not Fragile",0,0,"Not Fragile",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"91","Solomon Islands","SLB","Solomon Islands","high-institutional and social fragility",10,8,0,0,0,0,0,0,0,"Not Fragile",0,"SLB",37,-0.89890194356849,"Not Fragile",0,0,"Not Fragile",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"92","United Arab Emirates","ARE","United Arab Emirates",NA,0,8,0,0,0,0,0,0,0,"Not Fragile",0,"ARE",191,1.40845627793665,"Fragile",0,0,"Not Fragile",10,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"93","Azerbaijan","AZE","Azerbaijan","high-intensity conflict",10,8,0,0,0,0,0,0,0,"Not Fragile",0,"AZE",101531,2.2673777865166,"Fragile",653921,1.4771970804552,"Fragile",10,10,Jul 2021,2,1.09861228866811,7,2.07944154167984,-0.285009696266661,2.20252155910463,2.70718154226102,3.57495151866669
"94","Bahrain","BHR","Bahrain",NA,0,8,0,0,0,0,0,0,0,"Not Fragile",0,"BHR",554,0.909136776768824,"Not Fragile",0,0,"Not Fragile",9.09136776768824,0,Jul 2021,0,0,0,0,-0.288892102032128,0.189420705684762,0.0547221458336799,0
"95","Bangladesh","BGD","Bangladesh",NA,0,8,0,0,0,0,0,0,0,"Not Fragile",0,"BGD",18992,0.520038090694258,"Not Fragile",0,0,"Not Fragile",5.20038090694258,0,Jul 2021,14,2.70805020110221,64,4.17438726989564,-0.588234011187261,0.34725648131414,4.37865534280983,2.05882994406369
"96","Bhutan","BTN","Bhutan",NA,0,8,0,0,0,0,0,0,0,"Not Fragile",0,"BTN",6808,-0.739189198214231,"Not Fragile",0,0,"Not Fragile",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97","Burundi","BDI","Burundi","medium-intensity conflict",10,8,0,0,0,0,0,0,0,"Not Fragile",0,"BDI",373036,0.294318427904323,"Not Fragile",21863,-0.788279913144664,"Not Fragile",2.94318427904323,0,Jul 2021,9,2.30258509299405,99,4.60517018598809,0.827972822772172,0.332257962473923,4.33006962291003,9.13986411386086
"98","Cambodia","KHM","Cambodia",NA,0,8,0,0,0,0,0,0,0,"Not Fragile",0,"KHM",11901,-1.07932624313264,"Not Fragile",0,0,"Not Fragile",0,0,Jul 2021,0,0,2,1.09861228866811,0.371922566435351,0.523843043247572,0.903783239614168,0
"99","China","CHN","China",NA,0,8,0,0,0,0,0,0,0,"Not Fragile",0,"CHN",175585,-2.23740592902884,"Not Fragile",0,0,"Not Fragile",0,0,Jul 2021,0,0,1,0.693147180559945,-1.24006290850229,0.649188819114663,1.49818215575844,0
"100","Comoros","COM","Comoros","high-institutional and social fragility",10,8,0,0,0,0,0,0,0,"Not Fragile",0,"COM",793,2.04394319241774,"Fragile",0,0,"Not Fragile",10,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"101","Congo","COG","Congo","high-institutional and social fragility",10,8,0,0,0,0,0,0,0,"Not Fragile",0,"COG",12635,-1.06931122503125,"Not Fragile",134430,0.876589580942091,"Not Fragile",0,8.76589580942091,Jul 2021,0,0,0,0,-0.523101437974586,0.956101987148337,0.500138324327654,0
"102","France","FRA","France",NA,0,8,0,0,0,0,0,0,0,"Not Fragile",0,"FRA",49,-0.767599553274762,"Not Fragile",0,0,"Not Fragile",0,0,Jul 2021,0,0,1,0.693147180559945,-0.269643153554814,0.753597715359481,0.896349645041179,0
"103","Gabon","GAB","Gabon",NA,0,8,0,0,0,0,0,0,0,"Not Fragile",0,"GAB",459,1.36945868173725,"Fragile",0,0,"Not Fragile",10,0,Jul 2021,0,0,1,0.693147180559945,0.240329506753452,0.617227382954993,0.544809228059648,0
"104","Gambia","GMB","Gambia",NA,0,8,0,0,0,0,1,0,0,"Not Fragile",0,"GMB",10601,-0.344305833426934,"Not Fragile",0,0,"Not Fragile",0,0,Jul 2021,0,0,0,0,-0.74345955122092,0.552489888793167,0.410753884776264,0
"105","Germany","DEU","Germany",NA,0,8,0,0,0,0,1,0,0,"Not Fragile",0,"DEU",76,-0.40199350250546,"Not Fragile",0,0,"Not Fragile",0,0,Jul 2021,0,0,3,1.38629436111989,0.835517824893155,0.858839057340105,0.668719019997799,0
