"","Countryname","Country","H_HIS_Score","H_HIS_Score_norm","H_Oxrollback_score","H_Oxrollback_score_norm","H_Covidgrowth_biweeklydeaths","H_Covidgrowth_biweeklycases","H_Covidgrowth_deathsnorm","H_Covidgrowth_casesnorm","H_new_cases_smoothed_per_million","H_new_deaths_smoothed_per_million","H_new_cases_smoothed_per_million_norm","H_new_deaths_smoothed_per_million_norm","H_Date","H_GovernmentResponseIndex","H_GovernmentResponseIndexForDisplay","H_EconomicSupportIndex","H_EconomicSupportIndexForDisplay","H_ContainmentHealthIndex","H_ContainmentHealthIndexForDisplay","H_E1_Income.support","H_E1_Flag","H_GovernmentResponseIndexForDisplay_norm","H_EconomicSupportIndexForDisplay_norm","H_INFORM_rating.Value","H_INFORM_rating.Rating","H_covid_case_rate.Value","H_covid_case_rate.Rating","H_legal_stringency.Value","H_legal_stringency.Rating","H_international_travel.Value","H_international_travel.Rating","H_internal_movement.Value","H_internal_movement.Rating","H_stay_home.Value","H_stay_home.Rating","H_income_support.Value","H_income_support.Rating","H_debt_relief.Value","H_debt_relief.Rating","H_gdp_change.Value","H_gdp_change.Rating","H_unemployment.Value","H_unemployment.Rating","H_inflation.Value","H_inflation.Rating","H_school_close.Value","H_school_close.Rating","H_ipc_3_plus.Value","H_ipc_3_plus.Rating","H_growth_events.Value","H_growth_events.Rating","H_public_info.Value","H_public_info.Rating","H_testing_policy.Value","H_testing_policy.Rating","H_contact_trace.Value","H_contact_trace.Rating","H_growth_conflict.Value","H_growth_conflict.Rating","H_seasonal_flood.Value","H_seasonal_flood.Rating","H_seasonal_cyclone.Value","H_seasonal_cyclone.Rating","H_seasonal_exposure.Value","H_seasonal_exposure.Rating","H_ASAP_hotspot.Value","H_ASAP_hotspot.Rating","H_INFORM_severity.Value","H_INFORM_severity.Rating","H_INFORM_rating.Value_norm","H_wmo_don_alert","H_health_acaps"
"156","Iceland","ISL",46.3,4.74,0.0892703386434036,0,0.01,0.01,0.000666666666667481,0.000666666666667481,92.936,0,3.71744,0,20210722,NA,49.48,NA,100,NA,42.26,NA,NA,4.69538461538462,0,2.6,NA,"7.1","Low","-999","High","Ban on high-risk regions","Medium","No measures","High","No measures","High","Government is replacing more than 50% of lost salary (or if a flat sum, it  ...","Low","2","Low","-6.6 %","High","6.4 %","Medium","3.2 %","Medium","Fully open","Low","NO DATA",NA,"NO DATA",NA,"Coordinated public information campaign (e.g. across traditional and social ...","Low","Open public testing (eg “drive through” testing available to asymptomatic p ...","Low","Comprehensive contact tracing - done for all cases","Low","NO DATA",NA,"0.1","Low","0.0","Low","0.0","Low","NO DATA",NA,"NO CRISIS","Low",1.5,0,0
"157","Israel","ISR",47.3,4.54,0.934261202300882,10,689.536688095766,150.285726339956,10,10,NA,NA,NA,NA,20210722,NA,50,NA,75,NA,46.43,NA,NA,4.61538461538462,2.5,2.7,NA,"61.6","Medium","-999","High","Total border closure","Low","Require closing (or prohibit most people from using it)","Low","Require not leaving house with exceptions for daily exercise, grocery shopp ...","Medium","Government is replacing more than 50% of lost salary (or if a flat sum, it  ...","Low","1","Medium","-2.4 %","High","5.0 %","Low","0.3 %","Low","Academic break","Low","NO DATA",NA,"NO DATA",NA,"Coordinated public information campaign (e.g. across traditional and social ...","Low","Open public testing (eg “drive through” testing available to asymptomatic p ...","Low","Comprehensive contact tracing - done for all cases","Low","-90.83%","Low","0.0","Low","0.0","Low","0.3","Low","NO DATA",NA,"NO CRISIS","Low",1.75,0,0
"158","Italy","ITA",56.2,2.76,0.826364486950981,9.4630585281457,-49.2413549752999,185.465228185445,0,10,50.778,0.175,2.03112,0.35,20210722,80.73,80.73,75,75,81.55,81.55,1,1,0,2.5,3.2,NA,"22.1","Medium","80","Medium","Ban on high-risk regions","Medium","Require closing (or prohibit most people from using it)","Low","Require not leaving house with exceptions for daily exercise, grocery shopp ...","Medium","Government is replacing less than 50% of lost salary (or if a flat sum, it  ...","Medium","2","Low","-8.9 %","High","9.1 %","Medium","-0.1 %","Medium","Academic break","Low","NO DATA",NA,"-70.17%","Low","Coordinated public information campaign (e.g. across traditional and social ...","Low","Testing of anyone showing COVID-19 symptoms","Medium","Comprehensive contact tracing - done for all cases","Low","NO DATA",NA,"0.7","Low","0.0","Low","1.0","Low","NO DATA",NA,"Low","Medium",3,0,0
"159","Jamaica","JAM",29,8.2,0.528550321677491,5.01473699030071,0.389943323089286,49.5530699681699,0.0259962215392857,3.303537997878,27.016,1.399,1.08064,2.798,20210722,NA,64.9,NA,0,NA,74.17,NA,NA,2.32307692307692,10,4.1,NA,"23.7","Medium","80","Medium","Quarantine arrivals from high-risk regions","Medium","Require closing (or prohibit most people from using it)","Low","Require not leaving house with exceptions for daily exercise, grocery shopp ...","Medium","Government is replacing less than 50% of lost salary (or if a flat sum, it  ...","Medium","1","Medium","1.5 %","Low","NO DATA",NA,"5.2 %","High","Academic break","Low","NO DATA",NA,"NO DATA",NA,"Coordinated public information campaign (e.g. across traditional and social ...","Low","Open public testing (eg “drive through” testing available to asymptomatic p ...","Low","Comprehensive contact tracing - done for all cases","Low","83.33%","High","0.0","Low","1.5","Low","1.4","Low","NO DATA",NA,"NO CRISIS","Low",5.25,0,0
"160","Jordan","JOR",42.1,5.58,1,10,8.6803105151729,14.5234770335,0.578687367678192,0.968231802233333,51.539,0.812,2.06156,1.624,20210722,NA,53.96,NA,25,NA,58.1,NA,NA,4.00615384615385,7.5,4.3,NA,"71.6","Medium","80","Medium","Screening","Medium","Require closing (or prohibit most people from using it)","Low","Require not leaving house with exceptions for daily exercise, grocery shopp ...","Medium","Government is replacing less than 50% of lost salary (or if a flat sum, it  ...","Medium","1","Medium","2.0 %","Low","NO DATA",NA,"0.4 %","Low","Academic break","Low","NO DATA",NA,"NO DATA",NA,"Coordinated public information campaign (e.g. across traditional and social ...","Low","Open public testing (eg “drive through” testing available to asymptomatic p ...","Low","Limited contact tracing - not done for all cases","Medium","NO DATA",NA,"0.0","Low","0.0","Low","1.7","Low","NO DATA",NA,"High","High",5.75,0,0
"161","Japan","JPN",59.8,2.04,0.524349795738758,4.9519955488841,-37.9098741709539,82.8158511768488,0,5.52105674512325,28.166,0.116,1.12664,0.231999999999999,20210722,NA,59.95,NA,100,NA,54.23,NA,NA,3.08461538461538,0,2.3,NA,"19.2","Low","-999","High","Total border closure","Low","Recommend closing (or significantly reduce volume/route ...","Medium","Recommend not leaving house","Medium","Government is replacing more than 50% of lost salary (or if a flat sum, it  ...","Low","2","Low","3.3 %","Low","2.8 %","Low","0.0 %","Medium","Academic break","Low","NO DATA",NA,"-41.46%","Low","Coordinated public information campaign (e.g. across traditional and social ...","Low","Only those who both (a) have symptoms AND (b) meet specific criteria (eg ke ...","Medium","Comprehensive contact tracing - done for all cases","Low","NO DATA",NA,"3.9","Medium","6.2","Medium","0.0","Low","NO DATA",NA,"NO CRISIS","Low",0.75,0,0
"162","Kazakhstan","KAZ",40.7,5.86,0.566494764004182,5.58149673421125,148.17072851633,129.825485463364,9.87804856775535,8.65503236422428,335.043,3.127,10,6.254,20210722,NA,53.12,NA,0,NA,60.71,NA,NA,4.13538461538462,10,3.1,NA,"232.2","High","80","Medium","Ban on high-risk regions","Medium","Require closing (or prohibit most people from using it)","Low","Recommend not leaving house","Medium","No income support","High","0","High","3.2 %","Low","5.5 %","Medium","6.4 %","High","Academic break","Low","NO DATA",NA,"-25.00%","Low","Coordinated public information campaign (e.g. across traditional and social ...","Low","Only those who both (a) have symptoms AND (b) meet specific criteria (eg ke ...","Medium","No contact tracing","High","100.00%","High","0.0","Low","0.0","Low","3.7","Medium","No hotspot","Low","NO CRISIS","Low",2.75,0,0
"163","Kenya","KEN",47.1,4.58,0.623502477917623,6.43299633091979,-42.512077294686,16.2432058959005,0,1.08288039306004,10.964,0.197,0.438560000000001,0.394,20210722,NA,67.6,NA,75,NA,66.55,NA,NA,1.90769230769231,2.5,5.6,NA,"11.5","Low","-999","High","Screening","Medium","Require closing (or prohibit most people from using it)","Low","Recommend not leaving house","Medium","No income support","High","1","Medium","-0.1 %","Medium","NO DATA",NA,"5.0 %","Medium","Fully open","Low","1,425,209","High","NO DATA",NA,"Coordinated public information campaign (e.g. across traditional and social ...","Low","Testing of anyone showing COVID-19 symptoms","Medium","Comprehensive contact tracing - done for all cases","Low","100.00%","High","0.0","Low","0.0","Low","5.7","Medium","Hotspot","High","Medium","Medium",9,10,0
"164","Kyrgyzstan","KGZ",49.3,4.14,0.387013454189184,2.90066194128761,23.6207001894055,3.64315247118062,1.57471334596037,0.242876831412042,197.967,1.577,7.91868,3.154,20210722,NA,60.42,NA,75,NA,58.33,NA,NA,3.01230769230769,2.5,3.8,NA,"291.7","High","47","Medium","Ban on high-risk regions","Medium","No measures","High","No measures","High","Government is replacing less than 50% of lost salary (or if a flat sum, it  ...","Medium","2","Low","6.0 %","Low","6.6 %","Medium","8.6 %","High","Academic break","Low","NO DATA",NA,"NO DATA",NA,"Coordinated public information campaign (e.g. across traditional and social ...","Low","Only those who both (a) have symptoms AND (b) meet specific criteria (eg ke ...","Medium","Limited contact tracing - not done for all cases","Medium","-75.00%","Low","0.0","Low","0.0","Low","5.7","Medium","Hotspot","High","NO CRISIS","Low",4.5,0,0
"165","Cambodia","KHM",39.2,6.16,0.381930725623582,2.82474342032463,11.2665034401537,-1.98141186260984,0.751100229343583,0,51.208,1.555,2.04832,3.11,20210722,NA,62.03,NA,0,NA,70.89,NA,NA,2.76461538461538,10,4.9,NA,"79.8","Medium","-999","High","Quarantine arrivals from high-risk regions","Medium","Require closing (or prohibit most people from using it)","Low","Recommend not leaving house","Medium","Government is replacing less than 50% of lost salary (or if a flat sum, it  ...","Medium","0","High","-3.5 %","High","NO DATA",NA,"2.9 %","Low","Closed due to COVID-19","High","NO DATA",NA,"-85.71%","Low","Coordinated public information campaign (e.g. across traditional and social ...","Low","Only those who both (a) have symptoms AND (b) meet specific criteria (eg ke ...","Medium","Comprehensive contact tracing - done for all cases","Low","-100.00%","Low","4.8","Medium","2.3","Medium","4.2","Medium","No hotspot","Low","NO CRISIS","Low",7.25,0,0
"166","Kiribati","KIR",19.2,10,NA,NA,NA,NA,NA,NA,0,0,0,0,20210722,NA,21.46,NA,25,NA,20.95,NA,NA,9.00615384615385,7.5,5.9,NA,"NO DATA",NA,"NO DATA",NA,"NO DATA",NA,"NO DATA",NA,"NO DATA",NA,"NO DATA",NA,"NO DATA",NA,"1.8 %","Low","NO DATA",NA,"2.5 %","Low","Fully open","Low","NO DATA",NA,"NO DATA",NA,"NO DATA",NA,"NO DATA",NA,"NO DATA",NA,"NO DATA",NA,"0.1","Low","0.0","Low","3.8","Medium","NO DATA",NA,"NO CRISIS","Low",9.75,0,0
"167","Saint Kitts and Nevis","KNA",26.2,8.76,NA,NA,0.01,0.01,0.000666666666667481,0.000666666666667481,34.914,0,1.39656,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.3,NA,"206.8","High","-999","High","NO DATA",NA,"NO DATA",NA,"NO DATA",NA,"NO DATA",NA,"NO DATA",NA,"-18.7 %","High","NO DATA",NA,"-0.6 %","Medium","Academic break","Low","NO DATA",NA,"NO DATA",NA,"NO DATA",NA,"NO DATA",NA,"NO DATA",NA,"NO DATA",NA,"0.1","Low","1.2","Low","0.0","Low","NO DATA",NA,"NO CRISIS","Low",3.25,0,0
"168","Korea Republic of","KOR",17.5,10,0.442387053114063,3.72775346831195,7.48949732000578,74.8332978944526,0.49929982133372,4.98888652629684,29.514,0.036,1.18056,0.0719999999999992,20210722,NA,58.7,NA,50,NA,59.94,NA,NA,3.27692307692308,5,2.9,NA,"26.5","Medium","-999","High","Ban on high-risk regions","Medium","Recommend closing (or significantly reduce volume/route ...","Medium","Recommend not leaving house","Medium","Government is replacing less than 50% of lost salary (or if a flat sum, it  ...","Medium","1","Medium","-1.0 %","Medium","3.9 %","Low","0.5 %","Low","Partially open","Medium","NO DATA",NA,"119.44%","High","Coordinated public information campaign (e.g. across traditional and social ...","Low","Open public testing (eg “drive through” testing available to asymptomatic p ...","Low","Comprehensive contact tracing - done for all cases","Low","NO DATA",NA,"4.7","Medium","4.6","Medium","0.3","Low","NO DATA",NA,"NO CRISIS","Low",2.25,0,0
"169","Kuwait","KWT",46.1,4.78,0.7370482417355,8.12898035591836,17.9466323056979,-20.6889144901851,1.19644215371319,0,273.701,3.245,10,6.49,20210722,NA,57.6,NA,37.5,NA,60.48,NA,NA,3.44615384615385,6.25,3.9,NA,"564.6","High","80","Medium","Ban on high-risk regions","Medium","No measures","High","No measures","High","Government is replacing less than 50% of lost salary (or if a flat sum, it  ...","Medium","1","Medium","0.7 %","Medium","NO DATA",NA,"2.3 %","Low","Academic break","Low","NO DATA",NA,"100.00%","High","Coordinated public information campaign (e.g. across traditional and social ...","Low","Open public testing (eg “drive through” testing available to asymptomatic p ...","Low","Comprehensive contact tracing - done for all cases","Low","NO DATA",NA,"0.0","Low","0.0","Low","0.0","Low","NO DATA",NA,"NO CRISIS","Low",4.75,0,0
"170","Lao PDR","LAO",43.1,5.38,0.238039644665405,0.67550450167796,0.01,0.01,0.000666666666667481,0.000666666666667481,17.416,0.039,0.696639999999999,0.0779999999999994,20210722,NA,62.55,NA,87.5,NA,58.99,NA,NA,2.68461538461539,1.25,4.6,NA,"9.8","Low","-999","High","Quarantine arrivals from high-risk regions","Medium","No measures","High","No measures","High","Government is replacing more than 50% of lost salary (or if a flat sum, it  ...","Low","2","Low","-0.4 %","Medium","NO DATA",NA,"5.1 %","High","Partially open","Medium","NO DATA",NA,"NO DATA",NA,"Coordinated public information campaign (e.g. across traditional and social ...","Low","Testing of anyone showing COVID-19 symptoms","Medium","Comprehensive contact tracing - done for all cases","Low","NO DATA",NA,"1.0","Low","1.7","Low","2.4","Medium","No hotspot","Low","NO CRISIS","Low",6.5,0,0
"171","Lebanon","LBN",43.1,5.38,1,10,-39.767517250961,116.709510933314,0,7.7806340622209,70.241,0.147,2.80964,0.294,20210722,NA,64.38,NA,25,NA,70,NA,NA,2.40307692307692,7.5,5,NA,"61.0","Medium","80","Medium","Total border closure","Low","Require closing (or prohibit most people from using it)","Low","Require not leaving house with exceptions for daily exercise, grocery shopp ...","Medium","Government is replacing less than 50% of lost salary (or if a flat sum, it  ...","Medium","1","Medium","-25.0 %","High","NO DATA",NA,"88.2 %","High","Academic break","Low","NO DATA",NA,"NO DATA",NA,"Coordinated public information campaign (e.g. across traditional and social ...","Low","Testing of anyone showing COVID-19 symptoms","Medium","Limited contact tracing - not done for all cases","Medium","-42.11%","Low","0.0","Low","0.0","Low","0.8","Low","NO DATA",NA,"High","High",7.5,0,0
"172","Liberia","LBR",35.1,6.98,0.337301587301587,2.1581372599666,-44.0191685337316,-74.9610722283427,0,0,3.389,0.113,0.13556,0.226000000000001,20210722,NA,55.83,NA,12.5,NA,62.02,NA,NA,3.71846153846154,8.75,6.2,NA,"29.2","Medium","-999","High","Screening","Medium","No measures","High","No measures","High","Government is replacing less than 50% of lost salary (or if a flat sum, it  ...","Medium","0","High","-3.0 %","High","NO DATA",NA,"10.9 %","High","Fully open","Low","939,381","Medium","NO DATA",NA,"Coordinated public information campaign (e.g. across traditional and social ...","Low","Open public testing (eg “drive through” testing available to asymptomatic p ...","Low","Comprehensive contact tracing - done for all cases","Low","-100.00%","Low","6.2","Medium","0.0","Low","0.0","Low","No hotspot","Low","NO CRISIS","Low",10,0,0
"173","Libya","LBY",25.7,8.86,0.65232535895112,6.86351125409783,110.292488924688,272.049343905178,7.35283259497919,10,305.37,1.268,10,2.536,20210722,NA,55.31,NA,0,NA,63.21,NA,NA,3.79846153846154,10,4.3,NA,"164.5","High","80","Medium","Ban on high-risk regions","Medium","Require closing (or prohibit most people from using it)","Low","Require not leaving house with exceptions for daily exercise, grocery shopp ...","Medium","No income support","High","0","High","131.0 %","Low","NO DATA",NA,"18.2 %","High","Partially open","Medium","NO DATA",NA,"NO DATA",NA,"Coordinated public information campaign (e.g. across traditional and social ...","Low","Only those who both (a) have symptoms AND (b) meet specific criteria (eg ke ...","Medium","No contact tracing","High","366.67%","High","0.0","Low","0.0","Low","0.0","Low","No hotspot","Low","Medium","Medium",5.75,0,0
"174","Saint Lucia","LCA",35.3,6.94,NA,NA,115.384615384615,-3.3935774860645,7.69230769230769,0,44.344,0,1.77376,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.9,NA,"75.2","Medium","80","Medium","NO DATA",NA,"NO DATA",NA,"NO DATA",NA,"NO DATA",NA,"NO DATA",NA,"-18.9 %","High","NO DATA",NA,"-1.8 %","Medium","Academic break","Low","NO DATA",NA,"NO DATA",NA,"NO DATA",NA,"NO DATA",NA,"NO DATA",NA,"NO DATA",NA,"0.1","Low","1.0","Low","0.5","Low","NO DATA",NA,"NO CRISIS","Low",4.75,0,0
"175","Liechtenstein","LIE",43.5,5.3,0.42888888888889,3.52613722017591,0.01,0.01,0.000666666666667481,0.000666666666667481,37.459,0,1.49836,0,20210722,NA,56.35,NA,62.5,NA,55.48,NA,NA,3.63846153846154,3.75,1.9,NA,"61.9","Medium","80","Medium","NO DATA",NA,"NO DATA",NA,"Recommend not leaving house","Medium","NO DATA",NA,"NO DATA",NA,"NO DATA",NA,"NO DATA",NA,"NO DATA",NA,"Academic break","Low","NO DATA",NA,"NO DATA",NA,"NO DATA",NA,"Open public testing (eg “drive through” testing available to asymptomatic p ...","Low","NO DATA",NA,"NO DATA",NA,"0.1","Low","0.0","Low","0.0","Low","NO DATA",NA,"NO CRISIS","Low",0,0,0
"176","Sri Lanka","LKA",33.9,7.22,0.447241592058589,3.80026361947756,-1.82688025941699,-3.44761126840707,0,0,70.17,2.041,2.8068,4.082,20210722,NA,79.69,NA,50,NA,83.93,NA,NA,0.0476923076923086,5,4.3,NA,"97.7","Medium","20","High","Quarantine arrivals from high-risk regions","Medium","No measures","High","Recommend not leaving house","Medium","No income support","High","2","Low","-3.6 %","High","5.8 %","Medium","4.6 %","Medium","Closed due to COVID-19","High","NO DATA",NA,"787.50%","High","Coordinated public information campaign (e.g. across traditional and social ...","Low","Open public testing (eg “drive through” testing available to asymptomatic p ...","Low","Comprehensive contact tracing - done for all cases","Low","NO DATA",NA,"0.0","Low","0.0","Low","3.5","Medium","No hotspot","Low","NO CRISIS","Low",5.75,0,0
"177","Lesotho","LSO",30.2,7.96,0.292142857142858,1.48362081511472,151.25641941065,123.076853837984,10,8.20512358919891,31.809,0.734,1.27236,1.468,20210722,NA,43.33,NA,0,NA,49.52,NA,NA,5.64153846153846,10,6,NA,"31.0","Medium","-999","High","Total border closure","Low","Recommend closing (or significantly reduce volume/route ...","Medium","Require not leaving house with exceptions for daily exercise, grocery shopp ...","Medium","Government is replacing less than 50% of lost salary (or if a flat sum, it  ...","Medium","0","High","3.5 %","Low","NO DATA",NA,"4.9 %","Medium","Academic break","Low","374,195","Medium","NO DATA",NA,"Coordinated public information campaign (e.g. across traditional and social ...","Low","Only those who both (a) have symptoms AND (b) meet specific criteria (eg ke ...","Medium","Limited contact tracing - not done for all cases","Medium","NO DATA",NA,"0.0","Low","0.0","Low","3.7","Medium","No hotspot","Low","High","High",10,0,0
"178","Lithuania","LTU",55,3,0.882696120570234,10,-53.8341844877115,165.260804280023,0,10,37.363,0.157,1.49452,0.314,20210722,NA,55.21,NA,100,NA,48.81,NA,NA,3.81384615384615,0,2.8,NA,"20.6","Medium","80","Medium","Quarantine arrivals from high-risk regions","Medium","Require closing (or prohibit most people from using it)","Low","Require not leaving house with exceptions for daily exercise, grocery shopp ...","Medium","Government is replacing less than 50% of lost salary (or if a flat sum, it  ...","Medium","2","Low","3.2 %","Low","8.9 %","Medium","1.5 %","Low","Academic break","Low","NO DATA",NA,"-50.00%","Low","Public officials urging caution about COVID-19","Medium","Testing of anyone showing COVID-19 symptoms","Medium","Limited contact tracing - not done for all cases","Medium","NO DATA",NA,"0.0","Low","0.0","Low","2.1","Medium","NO DATA",NA,"NO CRISIS","Low",2,0,0
"179","Luxembourg","LUX",43.8,5.24,0.697767503922841,7.54226094358271,115.384615384615,11.2736833383142,7.69230769230769,0.75157888922095,161.12,0.456,6.4448,0.912000000000001,20210722,NA,57.29,NA,62.5,NA,56.55,NA,NA,3.49384615384615,3.75,3.2,NA,"225.2","High","80","Medium","Ban on high-risk regions","Medium","No measures","High","Recommend not leaving house","Medium","Government is replacing less than 50% of lost salary (or if a flat sum, it  ...","Medium","2","Low","-1.3 %","High","6.7 %","Medium","0.0 %","Low","Academic break","Low","NO DATA",NA,"NO DATA",NA,"Coordinated public information campaign (e.g. across traditional and social ...","Low","Open public testing (eg “drive through” testing available to asymptomatic p ...","Low","Comprehensive contact tracing - done for all cases","Low","NO DATA",NA,"0.0","Low","0.0","Low","0.0","Low","NO DATA",NA,"NO CRISIS","Low",3,0,0
"180","Latvia","LVA",62.9,1.42,0.864632392022289,10,-53.8502997487583,-21.1514015533509,0,0,22.418,0.757,0.89672,1.514,20210722,NA,40.1,NA,0,NA,45.83,NA,NA,6.13846153846154,10,3.4,NA,"36.1","Medium","80","Medium","Ban on high-risk regions","Medium","No measures","High","No measures","High","Government is replacing more than 50% of lost salary (or if a flat sum, it  ...","Low","2","Low","3.9 %","Low","8.2 %","Medium","0.1 %","Low","Academic break","Low","NO DATA",NA,"100.00%","High","Coordinated public information campaign (e.g. across traditional and social ...","Low","Testing of anyone showing COVID-19 symptoms","Medium","Limited contact tracing - not done for all cases","Medium","NO DATA",NA,"0.0","Low","0.0","Low","0.5","Low","NO DATA",NA,"NO CRISIS","Low",3.5,0,0
"181","Morocco","MAR",43.7,5.26,0.539865252700226,5.18374322719827,102.174751832755,187.279284665874,6.81165012218364,10,73.858,0.364,2.95432,0.728,20210722,NA,57.71,NA,12.5,NA,64.17,NA,NA,3.42923076923077,8.75,4.3,NA,"34.6","Medium","-999","High","Ban on high-risk regions","Medium","Require closing (or prohibit most people from using it)","Low","Require not leaving house with exceptions for daily exercise, grocery shopp ...","Medium","Government is replacing less than 50% of lost salary (or if a flat sum, it  ...","Medium","1","Medium","-7.0 %","High","11.9 %","Medium","0.6 %","Low","Academic break","Low","NO DATA",NA,"NO DATA",NA,"Coordinated public information campaign (e.g. across traditional and social ...","Low","Testing of anyone showing COVID-19 symptoms","Medium","Limited contact tracing - not done for all cases","Medium","-100.00%","Low","0.0","Low","0.0","Low","1.6","Low","No hotspot","Low","NO CRISIS","Low",5.75,0,0
"182","Moldova Republic of","MDA",42.9,5.42,0.922375021003542,10,16.3076923076923,17.4283869985986,1.08717948717949,1.16189246657324,19.796,0.531,0.791839999999999,1.062,20210722,NA,58.44,NA,37.5,NA,61.43,NA,NA,3.31692307692308,6.25,4.4,NA,"22.5","Medium","80","Medium","Screening","Medium","Recommend closing (or significantly reduce volume/route ...","Medium","Recommend not leaving house","Medium","Government is replacing less than 50% of lost salary (or if a flat sum, it  ...","Medium","1","Medium","4.5 %","Low","5.5 %","Medium","3.0 %","Low","Academic break","Low","NO DATA",NA,"NO DATA",NA,"Coordinated public information campaign (e.g. across traditional and social ...","Low","Open public testing (eg “drive through” testing available to asymptomatic p ...","Low","Limited contact tracing - not done for all cases","Medium","0.00%","Medium","5.6","Medium","0.0","Low","5.4","Medium","NO DATA",NA,"NO CRISIS","Low",6,0,0
"183","Madagascar","MDG",40.1,5.98,0.230086247598925,0.556708045379898,-50.9129759129759,-6.65151807180028,0,0,0.495,0.021,0.0198,0.0419999999999998,20210722,NA,52.08,NA,0,NA,59.52,NA,NA,4.29538461538462,10,6.2,NA,"1.0","Low","-999","High","Ban on high-risk regions","Medium","Require closing (or prohibit most people from using it)","Low","No measures","High","Government is replacing less than 50% of lost salary (or if a flat sum, it  ...","Medium","0","High","3.2 %","Low","NO DATA",NA,"5.4 %","High","Partially open","Medium","1,348,769","High","NO DATA",NA,"Coordinated public information campaign (e.g. across traditional and social ...","Low","Only those who both (a) have symptoms AND (b) meet specific criteria (eg ke ...","Medium","No contact tracing","High","0.00%","Medium","0.0","Low","0.0","Low","4.0","Medium","Hotspot","High","High","High",10,0,0
"184","Maldives","MDV",33.8,7.24,NA,NA,-10.2564102564102,-26.3522614390447,0,0,244.992,1.057,9.79968,2.114,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,"322.6","High","80","Medium","NO DATA",NA,"NO DATA",NA,"NO DATA",NA,"NO DATA",NA,"NO DATA",NA,"18.9 %","Low","NO DATA",NA,"1.6 %","Low","Academic break","Low","NO DATA",NA,"NO DATA",NA,"NO DATA",NA,"NO DATA",NA,"NO DATA",NA,"NO DATA",NA,"0.1","Low","0.0","Low","0.0","Low","NO DATA",NA,"NO CRISIS","Low",5,0,0
"185","Mexico","MEX",57.6,2.48,0.649257991554003,6.817695312319,23.8728793864745,81.097202417171,1.59152529243164,5.40648016114473,84.948,1.884,3.39792,3.768,20210722,NA,44.01,NA,25,NA,46.73,NA,NA,5.53692307692308,7.5,3.7,NA,"66.8","Medium","61","Medium","Screening","Medium","Require closing (or prohibit most people from using it)","Low","Require not leaving house with exceptions for daily exercise, grocery shopp ...","Medium","No income support","High","1","Medium","-8.2 %","High","3.6 %","Low","3.5 %","Medium","Partially open","Medium","NO DATA",NA,"-57.53%","Low","Coordinated public information campaign (e.g. across traditional and social ...","Low","Only those who both (a) have symptoms AND (b) meet specific criteria (eg ke ...","Medium","Comprehensive contact tracing - done for all cases","Low","3.21%","Medium","1.9","Low","2.3","Medium","3.7","Medium","NO DATA",NA,"NO CRISIS","Low",4.25,0,0
"186","Marshall Islands","MHL",18.2,10,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.4,NA,"0.0","Low","-999","High","NO DATA",NA,"NO DATA",NA,"NO DATA",NA,"NO DATA",NA,"NO DATA",NA,"-3.3 %","High","NO DATA",NA,"0.6 %","Low","Academic break","Low","NO DATA",NA,"NO DATA",NA,"NO DATA",NA,"NO DATA",NA,"NO DATA",NA,"NO DATA",NA,"0.1","Low","0.2","Low","3.4","Medium","NO DATA",NA,"NO CRISIS","Low",8.5,0,0
"187","North Macedonia","MKD",39.1,6.18,NA,NA,-56.9230769230769,110.25641025641,0,7.35042735042735,8.571,0.069,0.342839999999999,0.138,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.7,NA,"6.2","Low","80","Medium","NO DATA",NA,"NO DATA",NA,"NO DATA",NA,"NO DATA",NA,"NO DATA",NA,"3.8 %","Low","16.3 %","Medium","1.2 %","Low","Academic break","Low","NO DATA",NA,"0.00%","Medium","NO DATA",NA,"NO DATA",NA,"NO DATA",NA,"NO DATA",NA,"0.0","Low","0.0","Low","0.8","Low","NO DATA",NA,"NO CRISIS","Low",4.25,0,0
"188","Mali","MLI",29,8.2,0.335729950787858,2.13466240427172,-28.2051282051282,25.985956390898,0,1.73239709272654,0.226,0.014,0.0090400000000006,0.0280000000000005,20210722,NA,48.02,NA,0,NA,54.88,NA,NA,4.92,10,5.7,NA,"0.2","Low","-999","High","Screening","Medium","No measures","High","Recommend not leaving house","Medium","No income support","High","0","High","-2.0 %","High","NO DATA",NA,"1.7 %","Low","Fully open","Low","866,995","Medium","NO DATA",NA,"Coordinated public information campaign (e.g. across traditional and social ...","Low","Testing of anyone showing COVID-19 symptoms","Medium","Comprehensive contact tracing - done for all cases","Low","-15.31%","Medium","2.5","Medium","0.0","Low","5.0","Medium","No hotspot","Low","High","High",9.25,0,0
